month,property_type,region,metric,basis,value,unit,source_report,revised
2024-11,detached,首都圏,新規登録土地面積,yoy_pct,-1.7,％,2025-06,False
2024-12,detached,首都圏,新規登録土地面積,yoy_pct,3.1,％,2025-06,False
2025-01,detached,首都圏,新規登録土地面積,yoy_pct,-1.6,％,2025-06,False
2025-02,detached,首都圏,新規登録土地面積,yoy_pct,1.3,％,2025-06,False
2025-03,detached,首都圏,新規登録土地面積,yoy_pct,3.6,％,2025-06,False
2025-04,detached,首都圏,新規登録土地面積,yoy_pct,2.8,％,2025-06,False
2025-05,detached,首都圏,新規登録土地面積,yoy_pct,2.9,％,2025-06,False
2025-06,detached,首都圏,新規登録土地面積,yoy_pct,2.3,％,2025-06,False
2024-04,detached,首都圏,新規登録建物面積,mom_pct,0.8,％,2025-04,False
2024-05,detached,首都圏,新規登録建物面積,mom_pct,-0.4,％,2025-05,False
2024-06,detached,首都圏,新規登録建物面積,mom_pct,-1.0,％,2025-06,False
2024-07,detached,首都圏,新規登録建物面積,mom_pct,1.3,％,2025-06,False
2024-08,detached,首都圏,新規登録建物面積,mom_pct,-0.5,％,2025-06,False
2024-09,detached,首都圏,新規登録建物面積,mom_pct,0.8,％,2025-06,False
2024-10,detached,首都圏,新規登録建物面積,mom_pct,-0.5,％,2025-06,False
2024-11,detached,首都圏,新規登録建物面積,mom_pct,-0.5,％,2025-06,False
2024-12,detached,首都圏,新規登録建物面積,mom_pct,2.4,％,2025-06,False
2025-01,detached,首都圏,新規登録建物面積,mom_pct,-3.2,％,2025-06,False
2025-02,detached,首都圏,新規登録建物面積,mom_pct,1.5,％,2025-06,False
2025-03,detached,首都圏,新規登録建物面積,mom_pct,0.2,％,2025-06,False
2025-04,detached,首都圏,新規登録建物面積,mom_pct,-0.1,％,2025-06,False
2025-05,detached,首都圏,新規登録建物面積,mom_pct,-1.1,％,2025-06,False
2025-06,detached,首都圏,新規登録建物面積,mom_pct,0.8,％,2025-06,False
2024-04,detached,首都圏,新規登録建物面積,value,105.55,㎡,2025-04,False
2024-05,detached,首都圏,新規登録建物面積,value,105.15,㎡,2025-05,False
2024-06,detached,首都圏,新規登録建物面積,value,104.07,㎡,2025-06,False
2024-07,detached,首都圏,新規登録建物面積,value,105.41,㎡,2025-06,False
2024-08,detached,首都圏,新規登録建物面積,value,104.88,㎡,2025-06,False
2024-09,detached,首都圏,新規登録建物面積,value,105.74,㎡,2025-06,False
2024-10,detached,首都圏,新規登録建物面積,value,105.17,㎡,2025-06,False
2024-11,detached,首都圏,新規登録建物面積,value,104.64,㎡,2025-06,False
2024-12,detached,首都圏,新規登録建物面積,value,107.12,㎡,2025-06,False
2025-01,detached,首都圏,新規登録建物面積,value,103.68,㎡,2025-06,False
2025-02,detached,首都圏,新規登録建物面積,value,105.22,㎡,2025-06,False
2025-03,detached,首都圏,新規登録建物面積,value,105.42,㎡,2025-06,False
2025-04,detached,首都圏,新規登録建物面積,value,105.31,㎡,2025-06,False
2025-05,detached,首都圏,新規登録建物面積,value,104.16,㎡,2025-06,False
2025-06,detached,首都圏,新規登録建物面積,value,105.0,㎡,2025-06,False
2024-04,detached,首都圏,新規登録建物面積,yoy_pct,-2.1,％,2025-04,False
2024-05,detached,首都圏,新規登録建物面積,yoy_pct,0.7,％,2025-05,False
2024-06,detached,首都圏,新規登録建物面積,yoy_pct,-0.8,％,2025-06,False
2024-07,detached,首都圏,新規登録建物面積,yoy_pct,0.8,％,2025-06,False
2024-08,detached,首都圏,新規登録建物面積,yoy_pct,0.6,％,2025-06,False
2024-09,detached,首都圏,新規登録建物面積,yoy_pct,0.5,％,2025-06,False
2024-10,detached,首都圏,新規登録建物面積,yoy_pct,-0.4,％,2025-06,False
2024-11,detached,首都圏,新規登録建物面積,yoy_pct,-0.4,％,2025-06,False
2024-12,detached,首都圏,新規登録建物面積,yoy_pct,1.4,％,2025-06,False
2025-01,detached,首都圏,新規登録建物面積,yoy_pct,-1.7,％,2025-06,False
2025-02,detached,首都圏,新規登録建物面積,yoy_pct,0.5,％,2025-06,False
2025-03,detached,首都圏,新規登録建物面積,yoy_pct,0.7,％,2025-06,False
2025-04,detached,首都圏,新規登録建物面積,yoy_pct,-0.2,％,2025-06,False
2025-05,detached,首都圏,新規登録建物面積,yoy_pct,-0.9,％,2025-06,False
2025-06,detached,首都圏,新規登録建物面積,yoy_pct,0.9,％,2025-06,False
2024-04,detached,首都圏,新規登録築年数,value,24.61,年,2025-04,False
2024-05,detached,首都圏,新規登録築年数,value,24.5,年,2025-05,False
2024-06,detached,首都圏,新規登録築年数,value,25.26,年,2025-06,False
2024-07,detached,首都圏,新規登録築年数,value,25.16,年,2025-06,False
2024-08,detached,首都圏,新規登録築年数,value,25.26,年,2025-06,False
2024-09,detached,首都圏,新規登録築年数,value,25.6,年,2025-06,False
2024-10,detached,首都圏,新規登録築年数,value,25.05,年,2025-06,False
2024-11,detached,首都圏,新規登録築年数,value,25.2,年,2025-06,False
2024-12,detached,首都圏,新規登録築年数,value,25.11,年,2025-06,False
2025-01,detached,首都圏,新規登録築年数,value,25.17,年,2025-06,False
2025-02,detached,首都圏,新規登録築年数,value,25.01,年,2025-06,False
2025-03,detached,首都圏,新規登録築年数,value,25.43,年,2025-06,False
2025-04,detached,首都圏,新規登録築年数,value,25.41,年,2025-06,False
2025-05,detached,首都圏,新規登録築年数,value,25.93,年,2025-06,False
2025-06,detached,首都圏,新規登録築年数,value,26.11,年,2025-06,False
2024-01,mansion,仙台市,成約㎡単価,mom_pct,-1.1,％,2025-01,False
2024-02,mansion,仙台市,成約㎡単価,mom_pct,2.3,％,2025-02,False
2024-03,mansion,仙台市,成約㎡単価,mom_pct,-6.4,％,2025-03,False
2024-04,mansion,仙台市,成約㎡単価,mom_pct,-1.5,％,2025-04,False
2024-05,mansion,仙台市,成約㎡単価,mom_pct,12.0,％,2025-05,False
2024-06,mansion,仙台市,成約㎡単価,mom_pct,-3.7,％,2025-06,False
2024-07,mansion,仙台市,成約㎡単価,mom_pct,-8.9,％,2025-06,False
2024-08,mansion,仙台市,成約㎡単価,mom_pct,4.4,％,2025-06,False
2024-09,mansion,仙台市,成約㎡単価,mom_pct,9.4,％,2025-06,False
2024-10,mansion,仙台市,成約㎡単価,mom_pct,-4.9,％,2025-06,False
2024-11,mansion,仙台市,成約㎡単価,mom_pct,6.0,％,2025-06,False
2024-12,mansion,仙台市,成約㎡単価,mom_pct,-1.8,％,2025-06,False
2025-01,mansion,仙台市,成約㎡単価,mom_pct,9.8,％,2025-06,False
2025-02,mansion,仙台市,成約㎡単価,mom_pct,-17.5,％,2025-06,False
2025-03,mansion,仙台市,成約㎡単価,mom_pct,0.9,％,2025-06,False
2025-04,mansion,仙台市,成約㎡単価,mom_pct,-0.5,％,2025-06,False
2025-05,mansion,仙台市,成約㎡単価,mom_pct,-1.3,％,2025-06,False
2025-06,mansion,仙台市,成約㎡単価,mom_pct,-2.9,％,2025-06,False
2024-01,mansion,仙台市,成約㎡単価,value,36.85,万円/㎡,2025-01,False
2024-02,mansion,仙台市,成約㎡単価,value,37.7,万円/㎡,2025-02,False
2024-03,mansion,仙台市,成約㎡単価,value,35.3,万円/㎡,2025-03,False
2024-04,mansion,仙台市,成約㎡単価,value,34.76,万円/㎡,2025-04,False
2024-05,mansion,仙台市,成約㎡単価,value,38.93,万円/㎡,2025-05,False
2024-06,mansion,仙台市,成約㎡単価,value,37.48,万円/㎡,2025-06,False
2024-07,mansion,仙台市,成約㎡単価,value,34.14,万円/㎡,2025-06,False
2024-08,mansion,仙台市,成約㎡単価,value,35.64,万円/㎡,2025-06,False
2024-09,mansion,仙台市,成約㎡単価,value,39.01,万円/㎡,2025-06,False
2024-10,mansion,仙台市,成約㎡単価,value,37.11,万円/㎡,2025-06,False
2024-11,mansion,仙台市,成約㎡単価,value,39.34,万円/㎡,2025-06,False
2024-12,mansion,仙台市,成約㎡単価,value,38.62,万円/㎡,2025-06,False
2025-01,mansion,仙台市,成約㎡単価,value,42.42,万円/㎡,2025-06,False
2025-02,mansion,仙台市,成約㎡単価,value,34.98,万円/㎡,2025-06,False
2025-03,mansion,仙台市,成約㎡単価,value,35.3,万円/㎡,2025-06,False
2025-04,mansion,仙台市,成約㎡単価,value,35.12,万円/㎡,2025-06,False
2025-05,mansion,仙台市,成約㎡単価,value,34.65,万円/㎡,2025-06,False
2025-06,mansion,仙台市,成約㎡単価,value,33.63,万円/㎡,2025-06,False
2024-01,mansion,仙台市,成約㎡単価,yoy_pct,10.4,％,2025-01,False
2024-02,mansion,仙台市,成約㎡単価,yoy_pct,0.8,％,2025-02,False
2024-03,mansion,仙台市,成約㎡単価,yoy_pct,2.7,％,2025-03,False
2024-04,mansion,仙台市,成約㎡単価,yoy_pct,-2.2,％,2025-04,False
2024-05,mansion,仙台市,成約㎡単価,yoy_pct,6.5,％,2025-05,False
2024-06,mansion,仙台市,成約㎡単価,yoy_pct,15.5,％,2025-06,False
2024-07,mansion,仙台市,成約㎡単価,yoy_pct,-1.4,％,2025-06,False
2024-08,mansion,仙台市,成約㎡単価,yoy_pct,15.1,％,2025-06,False
2024-09,mansion,仙台市,成約㎡単価,yoy_pct,6.6,％,2025-06,False
2024-10,mansion,仙台市,成約㎡単価,yoy_pct,0.8,％,2025-06,False
2024-11,mansion,仙台市,成約㎡単価,yoy_pct,-0.6,％,2025-06,False
2024-12,mansion,仙台市,成約㎡単価,yoy_pct,3.6,％,2025-06,False
2025-01,mansion,仙台市,成約㎡単価,yoy_pct,15.1,％,2025-06,False
2025-02,mansion,仙台市,成約㎡単価,yoy_pct,-7.2,％,2025-06,False
2025-03,mansion,仙台市,成約㎡単価,yoy_pct,0.01,％,2025-06,False
2025-04,mansion,仙台市,成約㎡単価,yoy_pct,1.0,％,2025-06,False
2025-05,mansion,仙台市,成約㎡単価,yoy_pct,-11.0,％,2025-06,False
2025-06,mansion,仙台市,成約㎡単価,yoy_pct,-10.3,％,2025-06,False
2024-01,mansion,仙台市,成約件数,mom_pct,5.7,％,2025-01,False
2024-02,mansion,仙台市,成約件数,mom_pct,10.8,％,2025-02,False
2024-03,mansion,仙台市,成約件数,mom_pct,17.5,％,2025-03,False
2024-04,mansion,仙台市,成約件数,mom_pct,-8.3,％,2025-03,False
2024-05,mansion,仙台市,成約件数,mom_pct,-23.4,％,2025-03,False
2024-06,mansion,仙台市,成約件数,mom_pct,14.1,％,2025-03,False
2024-07,mansion,仙台市,成約件数,mom_pct,2.1,％,2025-03,False
2024-08,mansion,仙台市,成約件数,mom_pct,-22.2,％,2025-03,False
2024-09,mansion,仙台市,成約件数,mom_pct,32.5,％,2025-03,False
2024-10,mansion,仙台市,成約件数,mom_pct,-11.8,％,2025-03,False
2024-11,mansion,仙台市,成約件数,mom_pct,-8.9,％,2025-03,False
2024-12,mansion,仙台市,成約件数,mom_pct,1.2,％,2025-03,False
2025-01,mansion,仙台市,成約件数,mom_pct,1.2,％,2025-03,False
2025-02,mansion,仙台市,成約件数,mom_pct,15.5,％,2025-03,False
2025-03,mansion,仙台市,成約件数,mom_pct,23.7,％,2025-03,False
2024-01,mansion,仙台市,成約件数,value,93,件,2025-01,False
2024-02,mansion,仙台市,成約件数,value,103,件,2025-02,False
2024-03,mansion,仙台市,成約件数,value,121,件,2025-03,False
2024-04,mansion,仙台市,成約件数,value,111,件,2025-04,False
2024-05,mansion,仙台市,成約件数,value,85,件,2025-05,False
2024-06,mansion,仙台市,成約件数,value,97,件,2025-06,False
2024-07,mansion,仙台市,成約件数,value,99,件,2025-06,False
2024-08,mansion,仙台市,成約件数,value,77,件,2025-06,False
2024-09,mansion,仙台市,成約件数,value,102,件,2025-06,False
2024-10,mansion,仙台市,成約件数,value,90,件,2025-06,False
2024-11,mansion,仙台市,成約件数,value,82,件,2025-06,False
2024-12,mansion,仙台市,成約件数,value,83,件,2025-06,False
2025-01,mansion,仙台市,成約件数,value,84,件,2025-06,False
2025-02,mansion,仙台市,成約件数,value,97,件,2025-06,False
2025-03,mansion,仙台市,成約件数,value,120,件,2025-06,False
2025-04,mansion,仙台市,成約件数,value,88,件,2025-06,False
2025-05,mansion,仙台市,成約件数,value,108,件,2025-06,False
2025-06,mansion,仙台市,成約件数,value,117,件,2025-06,False
2024-01,mansion,仙台市,成約件数,yoy_pct,24.0,％,2025-01,False
2024-02,mansion,仙台市,成約件数,yoy_pct,5.1,％,2025-02,False
2024-03,mansion,仙台市,成約件数,yoy_pct,17.5,％,2025-03,False
2024-04,mansion,仙台市,成約件数,yoy_pct,26.1,％,2025-04,False
2024-05,mansion,仙台市,成約件数,yoy_pct,1.2,％,2025-05,False
2024-06,mansion,仙台市,成約件数,yoy_pct,1.0,％,2025-06,False
2024-07,mansion,仙台市,成約件数,yoy_pct,-6.6,％,2025-06,False
2024-08,mansion,仙台市,成約件数,yoy_pct,42.6,％,2025-06,False
2024-09,mansion,仙台市,成約件数,yoy_pct,21.4,％,2025-06,False
2024-10,mansion,仙台市,成約件数,yoy_pct,28.6,％,2025-06,False
2024-11,mansion,仙台市,成約件数,yoy_pct,-11.8,％,2025-06,False
2024-12,mansion,仙台市,成約件数,yoy_pct,-5.7,％,2025-06,False
2025-01,mansion,仙台市,成約件数,yoy_pct,-9.7,％,2025-06,False
2025-02,mansion,仙台市,成約件数,yoy_pct,-5.8,％,2025-06,False
2025-03,mansion,仙台市,成約件数,yoy_pct,-0.8,％,2025-06,False
2025-04,mansion,仙台市,成約件数,yoy_pct,-20.7,％,2025-06,False
2025-05,mansion,仙台市,成約件数,yoy_pct,27.1,％,2025-06,False
2025-06,mansion,仙台市,成約件数,yoy_pct,20.6,％,2025-06,False
2024-01,mansion,仙台市,成約価格,mom_pct,-1.5,％,2025-01,False
2024-02,mansion,仙台市,成約価格,mom_pct,9.6,％,2025-02,False
2024-03,mansion,仙台市,成約価格,mom_pct,-11.4,％,2025-03,False
2024-04,mansion,仙台市,成約価格,mom_pct,9.3,％,2025-04,False
2024-05,mansion,仙台市,成約価格,mom_pct,5.0,％,2025-05,False
2024-06,mansion,仙台市,成約価格,mom_pct,-2.8,％,2025-06,False
2024-07,mansion,仙台市,成約価格,mom_pct,-9.6,％,2025-06,False
2024-08,mansion,仙台市,成約価格,mom_pct,3.7,％,2025-06,False
2024-09,mansion,仙台市,成約価格,mom_pct,11.0,％,2025-06,False
2024-10,mansion,仙台市,成約価格,mom_pct,-5.4,％,2025-06,False
2024-11,mansion,仙台市,成約価格,mom_pct,3.0,％,2025-06,False
2024-12,mansion,仙台市,成約価格,mom_pct,-2.7,％,2025-06,False
2025-01,mansion,仙台市,成約価格,mom_pct,16.8,％,2025-06,False
2025-02,mansion,仙台市,成約価格,mom_pct,-20.5,％,2025-06,False
2025-03,mansion,仙台市,成約価格,mom_pct,5.5,％,2025-06,False
2025-04,mansion,仙台市,成約価格,mom_pct,-1.6,％,2025-06,False
2025-05,mansion,仙台市,成約価格,mom_pct,-6.5,％,2025-06,False
2025-06,mansion,仙台市,成約価格,mom_pct,-2.9,％,2025-06,False
2024-01,mansion,仙台市,成約価格,value,2455,万円,2025-01,False
2024-02,mansion,仙台市,成約価格,value,2689,万円,2025-02,False
2024-03,mansion,仙台市,成約価格,value,2383,万円,2025-03,False
2024-04,mansion,仙台市,成約価格,value,2605,万円,2025-04,False
2024-05,mansion,仙台市,成約価格,value,2736,万円,2025-05,False
2024-06,mansion,仙台市,成約価格,value,2660.0,万円,2025-06,False
2024-07,mansion,仙台市,成約価格,value,2403.0,万円,2025-06,False
2024-08,mansion,仙台市,成約価格,value,2492.0,万円,2025-06,False
2024-09,mansion,仙台市,成約価格,value,2766.0,万円,2025-06,False
2024-10,mansion,仙台市,成約価格,value,2617.0,万円,2025-06,False
2024-11,mansion,仙台市,成約価格,value,2695.0,万円,2025-06,False
2024-12,mansion,仙台市,成約価格,value,2621.0,万円,2025-06,False
2025-01,mansion,仙台市,成約価格,value,3061.0,万円,2025-06,False
2025-02,mansion,仙台市,成約価格,value,2434.0,万円,2025-06,False
2025-03,mansion,仙台市,成約価格,value,2569.0,万円,2025-06,False
2025-04,mansion,仙台市,成約価格,value,2529.0,万円,2025-06,False
2025-05,mansion,仙台市,成約価格,value,2365.0,万円,2025-06,False
2025-06,mansion,仙台市,成約価格,value,2297.0,万円,2025-06,False
2024-01,mansion,仙台市,成約価格,yoy_pct,12.1,％,2025-01,False
2024-02,mansion,仙台市,成約価格,yoy_pct,3.1,％,2025-02,False
2024-03,mansion,仙台市,成約価格,yoy_pct,-0.6,％,2025-03,False
2024-04,mansion,仙台市,成約価格,yoy_pct,10.4,％,2025-04,False
2024-05,mansion,仙台市,成約価格,yoy_pct,9.0,％,2025-05,False
2024-06,mansion,仙台市,成約価格,yoy_pct,19.3,％,2025-06,False
2024-07,mansion,仙台市,成約価格,yoy_pct,4.1,％,2025-06,False
2024-08,mansion,仙台市,成約価格,yoy_pct,24.6,％,2025-06,False
2024-09,mansion,仙台市,成約価格,yoy_pct,5.2,％,2025-06,False
2024-10,mansion,仙台市,成約価格,yoy_pct,2.2,％,2025-06,False
2024-11,mansion,仙台市,成約価格,yoy_pct,-1.7,％,2025-06,False
2024-12,mansion,仙台市,成約価格,yoy_pct,5.1,％,2025-06,False
2025-01,mansion,仙台市,成約価格,yoy_pct,24.7,％,2025-06,False
2025-02,mansion,仙台市,成約価格,yoy_pct,-9.5,％,2025-06,False
2025-03,mansion,仙台市,成約価格,yoy_pct,7.8,％,2025-06,False
2025-04,mansion,仙台市,成約価格,yoy_pct,-2.9,％,2025-06,False
2025-05,mansion,仙台市,成約価格,yoy_pct,-13.5,％,2025-06,False
2025-06,mansion,仙台市,成約価格,yoy_pct,-13.7,％,2025-06,False
2024-04,mansion,仙台市,成約専有面積,mom_pct,11.0,％,2025-04,False
2024-05,mansion,仙台市,成約専有面積,mom_pct,-6.2,％,2025-05,False
2024-06,mansion,仙台市,成約専有面積,mom_pct,1.0,％,2025-06,False
2024-07,mansion,仙台市,成約専有面積,mom_pct,-0.8,％,2025-06,False
2024-08,mansion,仙台市,成約専有面積,mom_pct,-0.7,％,2025-06,False
2024-09,mansion,仙台市,成約専有面積,mom_pct,1.4,％,2025-06,False
2024-10,mansion,仙台市,成約専有面積,mom_pct,-0.5,％,2025-06,False
2024-11,mansion,仙台市,成約専有面積,mom_pct,-2.9,％,2025-06,False
2024-12,mansion,仙台市,成約専有面積,mom_pct,-0.9,％,2025-06,False
2025-01,mansion,仙台市,成約専有面積,mom_pct,6.3,％,2025-06,False
2025-02,mansion,仙台市,成約専有面積,mom_pct,-3.6,％,2025-06,False
2025-03,mansion,仙台市,成約専有面積,mom_pct,4.6,％,2025-06,False
2025-04,mansion,仙台市,成約専有面積,mom_pct,-1.1,％,2025-06,False
2025-05,mansion,仙台市,成約専有面積,mom_pct,-5.2,％,2025-06,False
2025-06,mansion,仙台市,成約専有面積,mom_pct,0.03,％,2025-06,False
2024-04,mansion,仙台市,成約専有面積,value,74.94,㎡,2025-04,False
2024-05,mansion,仙台市,成約専有面積,value,70.28,㎡,2025-05,False
2024-06,mansion,仙台市,成約専有面積,value,70.97,㎡,2025-06,False
2024-07,mansion,仙台市,成約専有面積,value,70.39,㎡,2025-06,False
2024-08,mansion,仙台市,成約専有面積,value,69.93,㎡,2025-06,False
2024-09,mansion,仙台市,成約専有面積,value,70.9,㎡,2025-06,False
2024-10,mansion,仙台市,成約専有面積,value,70.53,㎡,2025-06,False
2024-11,mansion,仙台市,成約専有面積,value,68.51,㎡,2025-06,False
2024-12,mansion,仙台市,成約専有面積,value,67.88,㎡,2025-06,False
2025-01,mansion,仙台市,成約専有面積,value,72.16,㎡,2025-06,False
2025-02,mansion,仙台市,成約専有面積,value,69.58,㎡,2025-06,False
2025-03,mansion,仙台市,成約専有面積,value,72.77,㎡,2025-06,False
2025-04,mansion,仙台市,成約専有面積,value,72.01,㎡,2025-06,False
2025-05,mansion,仙台市,成約専有面積,value,68.26,㎡,2025-06,False
2025-06,mansion,仙台市,成約専有面積,value,68.29,㎡,2025-06,False
2024-04,mansion,仙台市,成約専有面積,yoy_pct,12.9,％,2025-04,False
2024-05,mansion,仙台市,成約専有面積,yoy_pct,2.3,％,2025-05,False
2024-06,mansion,仙台市,成約専有面積,yoy_pct,3.3,％,2025-06,False
2024-07,mansion,仙台市,成約専有面積,yoy_pct,5.6,％,2025-06,False
2024-08,mansion,仙台市,成約専有面積,yoy_pct,8.2,％,2025-06,False
2024-09,mansion,仙台市,成約専有面積,yoy_pct,-1.3,％,2025-06,False
2024-10,mansion,仙台市,成約専有面積,yoy_pct,1.4,％,2025-06,False
2024-11,mansion,仙台市,成約専有面積,yoy_pct,-1.1,％,2025-06,False
2024-12,mansion,仙台市,成約専有面積,yoy_pct,1.5,％,2025-06,False
2025-01,mansion,仙台市,成約専有面積,yoy_pct,8.3,％,2025-06,False
2025-02,mansion,仙台市,成約専有面積,yoy_pct,-2.5,％,2025-06,False
2025-03,mansion,仙台市,成約専有面積,yoy_pct,7.8,％,2025-06,False
2025-04,mansion,仙台市,成約専有面積,yoy_pct,-3.9,％,2025-06,False
2025-05,mansion,仙台市,成約専有面積,yoy_pct,-2.9,％,2025-06,False
2025-06,mansion,仙台市,成約専有面積,yoy_pct,-3.8,％,2025-06,False
2024-04,mansion,仙台市,成約築年数,value,24.31,年,2025-04,False
2024-05,mansion,仙台市,成約築年数,value,23.32,年,2025-05,False
2024-06,mansion,仙台市,成約築年数,value,22.96,年,2025-06,False
2024-07,mansion,仙台市,成約築年数,value,26.18,年,2025-06,False
2024-08,mansion,仙台市,成約築年数,value,24.85,年,2025-06,False
2024-09,mansion,仙台市,成約築年数,value,23.58,年,2025-06,False
2024-10,mansion,仙台市,成約築年数,value,24.97,年,2025-06,False
2024-11,mansion,仙台市,成約築年数,value,22.64,年,2025-06,False
2024-12,mansion,仙台市,成約築年数,value,24.71,年,2025-06,False
2025-01,mansion,仙台市,成約築年数,value,22.02,年,2025-06,False
2025-02,mansion,仙台市,成約築年数,value,26.05,年,2025-06,False
2025-03,mansion,仙台市,成約築年数,value,26.29,年,2025-06,False
2025-04,mansion,仙台市,成約築年数,value,26.89,年,2025-06,False
2025-05,mansion,仙台市,成約築年数,value,27.46,年,2025-06,False
2025-06,mansion,仙台市,成約築年数,value,28.33,年,2025-06,False
2024-01,mansion,千葉県,成約㎡単価,mom_pct,7.5,％,2025-01,False
2024-02,mansion,千葉県,成約㎡単価,mom_pct,4.5,％,2025-02,False
2024-03,mansion,千葉県,成約㎡単価,mom_pct,-2.1,％,2025-03,False
2024-04,mansion,千葉県,成約㎡単価,mom_pct,1.9,％,2025-04,False
2024-05,mansion,千葉県,成約㎡単価,mom_pct,-4.7,％,2025-05,False
2024-06,mansion,千葉県,成約㎡単価,mom_pct,3.7,％,2025-06,False
2024-07,mansion,千葉県,成約㎡単価,mom_pct,0.4,％,2025-06,False
2024-08,mansion,千葉県,成約㎡単価,mom_pct,-4.8,％,2025-06,False
2024-09,mansion,千葉県,成約㎡単価,mom_pct,9.5,％,2025-06,False
2024-10,mansion,千葉県,成約㎡単価,mom_pct,-7.3,％,2025-06,False
2024-11,mansion,千葉県,成約㎡単価,mom_pct,3.8,％,2025-06,False
2024-12,mansion,千葉県,成約㎡単価,mom_pct,-3.0,％,2025-06,False
2025-01,mansion,千葉県,成約㎡単価,mom_pct,4.3,％,2025-06,False
2025-02,mansion,千葉県,成約㎡単価,mom_pct,-0.02,％,2025-06,True
2025-03,mansion,千葉県,成約㎡単価,mom_pct,-9.7,％,2025-06,False
2025-04,mansion,千葉県,成約㎡単価,mom_pct,2.7,％,2025-06,False
2025-05,mansion,千葉県,成約㎡単価,mom_pct,4.4,％,2025-06,False
2025-06,mansion,千葉県,成約㎡単価,mom_pct,-8.5,％,2025-06,False
2024-01,mansion,千葉県,成約㎡単価,value,39.38,万円/㎡,2025-01,False
2024-02,mansion,千葉県,成約㎡単価,value,41.15,万円/㎡,2025-02,False
2024-03,mansion,千葉県,成約㎡単価,value,40.28,万円/㎡,2025-03,False
2024-04,mansion,千葉県,成約㎡単価,value,41.05,万円/㎡,2025-04,False
2024-05,mansion,千葉県,成約㎡単価,value,39.1,万円/㎡,2025-05,False
2024-06,mansion,千葉県,成約㎡単価,value,40.54,万円/㎡,2025-06,False
2024-07,mansion,千葉県,成約㎡単価,value,40.72,万円/㎡,2025-06,False
2024-08,mansion,千葉県,成約㎡単価,value,38.77,万円/㎡,2025-06,False
2024-09,mansion,千葉県,成約㎡単価,value,42.44,万円/㎡,2025-06,False
2024-10,mansion,千葉県,成約㎡単価,value,39.32,万円/㎡,2025-06,False
2024-11,mansion,千葉県,成約㎡単価,value,40.81,万円/㎡,2025-06,False
2024-12,mansion,千葉県,成約㎡単価,value,39.6,万円/㎡,2025-06,False
2025-01,mansion,千葉県,成約㎡単価,value,41.29,万円/㎡,2025-06,False
2025-02,mansion,千葉県,成約㎡単価,value,41.28,万円/㎡,2025-06,False
2025-03,mansion,千葉県,成約㎡単価,value,37.26,万円/㎡,2025-06,False
2025-04,mansion,千葉県,成約㎡単価,value,38.27,万円/㎡,2025-06,False
2025-05,mansion,千葉県,成約㎡単価,value,39.95,万円/㎡,2025-06,False
2025-06,mansion,千葉県,成約㎡単価,value,36.57,万円/㎡,2025-06,False
2024-01,mansion,千葉県,成約㎡単価,yoy_pct,8.3,％,2025-01,False
2024-02,mansion,千葉県,成約㎡単価,yoy_pct,5.8,％,2025-02,False
2024-03,mansion,千葉県,成約㎡単価,yoy_pct,9.6,％,2025-03,False
2024-04,mansion,千葉県,成約㎡単価,yoy_pct,11.3,％,2025-04,False
2024-05,mansion,千葉県,成約㎡単価,yoy_pct,5.5,％,2025-05,False
2024-06,mansion,千葉県,成約㎡単価,yoy_pct,7.5,％,2025-06,False
2024-07,mansion,千葉県,成約㎡単価,yoy_pct,7.2,％,2025-06,False
2024-08,mansion,千葉県,成約㎡単価,yoy_pct,-0.7,％,2025-06,False
2024-09,mansion,千葉県,成約㎡単価,yoy_pct,5.4,％,2025-06,False
2024-10,mansion,千葉県,成約㎡単価,yoy_pct,-2.9,％,2025-06,False
2024-11,mansion,千葉県,成約㎡単価,yoy_pct,7.2,％,2025-06,False
2024-12,mansion,千葉県,成約㎡単価,yoy_pct,8.1,％,2025-06,False
2025-01,mansion,千葉県,成約㎡単価,yoy_pct,4.9,％,2025-06,False
2025-02,mansion,千葉県,成約㎡単価,yoy_pct,0.3,％,2025-06,False
2025-03,mansion,千葉県,成約㎡単価,yoy_pct,-7.5,％,2025-06,False
2025-04,mansion,千葉県,成約㎡単価,yoy_pct,-6.8,％,2025-06,False
2025-05,mansion,千葉県,成約㎡単価,yoy_pct,2.2,％,2025-06,False
2025-06,mansion,千葉県,成約㎡単価,yoy_pct,-9.8,％,2025-06,False
2024-01,mansion,千葉県,成約件数,mom_pct,-9.0,％,2025-01,False
2024-02,mansion,千葉県,成約件数,mom_pct,38.7,％,2025-02,False
2024-03,mansion,千葉県,成約件数,mom_pct,3.1,％,2025-03,False
2024-04,mansion,千葉県,成約件数,mom_pct,-14.4,％,2025-03,False
2024-05,mansion,千葉県,成約件数,mom_pct,-11.5,％,2025-03,False
2024-06,mansion,千葉県,成約件数,mom_pct,15.5,％,2025-03,False
2024-07,mansion,千葉県,成約件数,mom_pct,-2.1,％,2025-03,False
2024-08,mansion,千葉県,成約件数,mom_pct,-23.9,％,2025-03,False
2024-09,mansion,千葉県,成約件数,mom_pct,48.2,％,2025-03,False
2024-10,mansion,千葉県,成約件数,mom_pct,-3.1,％,2025-03,False
2024-11,mansion,千葉県,成約件数,mom_pct,-8.8,％,2025-03,False
2024-12,mansion,千葉県,成約件数,mom_pct,1.3,％,2025-03,False
